id,food_group_id,name,calories,carbs,protein,fat,fibre
13911,4,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",237,0,19.32,17.1,0
13912,4,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",278,0,26.16,18.45,0
13913,4,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",224,0,20.59,15.04,0
13914,4,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",250,0,26.72,15.11,0
13915,4,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, raw",281,0,19,22.17,0
13916,4,"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",310,0,25.92,22.12,0
13917,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",247,0,19.61,18.16,0
13918,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",267,0,26.46,17.12,0
13919,4,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",324,0,23.9,24.6,0
13920,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",246,0,19.82,17.88,0
13921,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",273,0,26.43,17.78,0
13922,4,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",331,0,23.9,25.39,0
13923,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",249,0,19.37,18.46,0
13924,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",262,0,26.48,16.53,0
13925,4,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",316,0,23.9,23.7,0
13926,4,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",274,0,18.15,21.83,0
13927,4,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",308,0,25.26,22.21,0
13928,4,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",343,0,24.04,26.67,0
13929,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",201,0,20.3,12.71,0
13930,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",243,0,26.96,14.23,0
13931,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",214,0,19.92,14.28,0
13932,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",257,0,26.8,15.75,0
13933,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",313,0,28.77,21.06,0
13934,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",189,0,20.68,11.13,0
13935,4,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",230,0,27.12,12.71,0
13937,4,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",171,0,25.95,6.69,0
13940,4,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",172,0,28.09,5.82,0
13943,4,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",178,0,28.54,6.25,0
13946,4,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",169,0,28.71,5.17,0
13948,4,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",192,0,27.66,8.23,0
13949,4,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",183,0,27.78,7.15,0
13950,4,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",205,0,33.59,6.77,0
13951,4,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",234,0,27.95,12.71,0
13952,4,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",249,0,27.27,14.74,0
13953,4,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",211,0,26.05,11.07,0
13954,4,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",165,0,20.64,8.55,0
13955,4,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",221,0,25.66,12.36,0
13956,4,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",174,0,20.64,9.51,0
13957,4,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",201,0,26.44,9.78,0
13958,4,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",157,0,20.64,7.68,0
13959,4,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",167,0,29.96,4.28,0
13961,4,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",161,0,25.74,5.69,0
13963,4,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",157,0,26.13,5.02,0
13965,4,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",217,0,26.11,11.65,0
13967,4,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",184,0,26.16,8,0
13968,4,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",170,0,30.12,4.62,0
13969,4,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",162,0,29.7,3.85,0
13970,4,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",155,0,21.22,7.17,0
13971,4,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",145,0,21.22,6.06,0
13972,4,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",137,0,20.61,6.01,0
13973,4,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",139,0,20.67,6.21,0
13974,4,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",133,0,20.52,5.71,0
13975,4,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",169,0,20.15,9.86,0
13977,4,"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",205,0,26.66,10.06,0
13979,4,"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",233,0,24.18,14.37,0
13980,4,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",250,0,28.84,14.95,0
13981,4,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",224,0,28.79,12.08,0
13982,4,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",240,0,28.82,13.8,0
13983,4,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",158,0,20.57,8.45,0
13985,4,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",182,0,26.75,8.34,0
14003,0,"Alcoholic beverage, beer, regular, all",43,3.55,0.46,0,0
14004,0,"Alcoholic beverage, beer, regular, BUDWEISER",41,2.97,0.36,0,0
14005,0,"Alcoholic beverage, beer, light, BUDWEISER SELECT",28,0.87,0.2,0,0
14006,0,"Alcoholic beverage, beer, light",29,1.64,0.24,0,0
14007,0,"Alcoholic beverage, beer, light, BUD LIGHT",29,1.3,0.25,0,0
14009,0,"Alcoholic beverage, daiquiri, canned",125,15.7,0,0,0
14010,0,"Alcoholic beverage, daiquiri, prepared-from-recipe",186,6.94,0.06,0.06,0.1
14013,0,"Alcoholic beverage, beer, light, low carb",27,0.73,0.17,0,0
14015,0,"Alcoholic beverage, pina colada, canned",237,27.6,0.6,7.6,0.1
14016,0,"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",38,6.59,0.42,1.04,0.4
14017,0,"Alcoholic beverage, pina colada, prepared-from-recipe",174,22.66,0.42,1.88,0.3
14019,0,"Alcoholic beverage, tequila sunrise, canned",110,11.3,0.3,0.1,0
14021,0,"Beverages,  Energy drink, Citrus",45,11.27,0,0,0
14022,0,"Beverages, MONSTER energy drink, low carb",5,1.38,0,0,0
14024,0,"Beverages, Whiskey sour mix, powder",383,97.3,0.6,0.1,0
14025,0,"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",164,15.85,0.1,0.02,0
14026,0,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",4,1.03,0,0,0
14027,0,"Alcoholic beverage, whiskey sour, canned",119,13.4,0,0,0.1
14028,0,"Beverages, Whiskey sour mix, bottled",87,21.4,0.1,0.1,0
14029,0,"Alcoholic beverage, whiskey sour, prepared from item 14028",153,12.82,0.06,0.06,0
14030,0,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",44,11.25,0,0,0
14031,0,"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",5,1.25,0,0,0
14033,0,"Beverages, ABBOTT, EAS whey protein powder",385,17.95,66.67,5.13,0
14034,0,"Alcoholic beverage, creme de menthe, 72 proof",371,41.6,0,0.3,0
14035,0,"Beverages, ABBOTT, EAS soy protein powder",405,43.94,47.62,3.57,0
14036,0,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",49,2.06,5.87,2.01,0.2
14037,0,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",231,0,0,0,0
14038,0,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",15,3.75,0,0,0
14041,0,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",138,17.29,5.38,5.38,1.2
14044,0,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",58,0.85,6.59,2.88,0.4
14045,0,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",57,7.74,3.32,1.93,1.6
14047,0,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",448,73.92,8.13,13.34,18.1
14048,0,"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",38,9.2,0.68,0.06,0.2
14049,0,"Alcoholic beverage, distilled, gin, 90 proof",263,0,0,0,0
14050,0,"Alcoholic beverage, distilled, rum, 80 proof",231,0,0,0,0
14051,0,"Alcoholic beverage, distilled, vodka, 80 proof",231,0,0,0,0
14052,0,"Alcoholic beverage, distilled, whiskey, 86 proof",250,0.1,0,0,0
14054,0,"Beverages, almond milk, chocolate, ready-to-drink",50,9.38,0.63,1.25,0.4
14055,0,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",368,50,27.87,11.62,18.2
14056,0,"Beverages, Acai berry drink, fortified",62,12.83,0.83,0.83,1.2
14057,0,"Alcoholic beverage, wine, dessert, sweet",160,13.69,0.2,0,0
14058,0,"Beverages, Whey protein powder isolate",359,29.07,58.14,1.16,0
14059,0,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",64,9.2,3.2,1.6,1.7
14060,0,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",62,15,0.42,0,0
14061,0,"Beverages, Energy Drink, sugar free",4,0.42,0.42,0,0
14062,0,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",105,16.88,3.8,2.53,0
14063,0,"Beverages, chocolate powder, no sugar added",373,63.64,9.09,9.09,9.1
14064,0,"Beverages, Orange juice, light, No pulp",21,5.42,0.21,0,0
14065,0,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",45,12.5,0,0,0
14066,0,"Beverages, Protein powder whey based",352,6.25,78.13,1.56,3.1
14067,0,"Beverages, Protein powder soy based",388,28.89,55.56,5.56,6.7
14068,0,"Beverages, KELLOGG'S SPECIAL K20 protein powder",380,58.4,35.2,0.6,37.5
14073,0,"Beverages, ZEVIA, cola",0,1.13,0,0,0
14074,0,"Beverages, ZEVIA, cola, caffeine free",0,1.13,0,0,0
14075,0,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",0,0,0,0,0
14076,0,"Beverages, ICELANDIC, Glacial Natural spring water",0,0,0,0,0
14079,0,"Beverages, yellow green colored citrus soft drink with caffeine",49,12.83,0,0,0
14080,0,"Beverages, rich chocolate, powder",372,92.96,0,0,0
14082,0,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water",0,0,0,0,0
14083,0,"Beverages, chocolate malt, powder, prepared with fat free milk",49,8.64,3.25,0.17,0
14084,0,"Alcoholic beverage, wine, table, all",83,2.72,0.07,0,0
14086,0,"Beverages, V8 SPLASH Smoothies, Peach Mango",37,7.76,1.22,0,0
14087,0,"Beverages, V8 SPLASH Smoothies, Strawberry Banana",37,8.16,1.22,0,0
14088,0,"Beverages, V8 SPLASH Smoothies, Tropical Colada",41,8.54,1.22,0,0.4
14090,0,"Beverages, Coconut water, ready-to-drink, unsweetened",18,4.24,0.22,0,0
14091,0,"Beverages, almond milk, unsweetened, shelf stable",15,0.58,0.59,1.1,0
14092,0,"Beverages, chocolate almond milk, unsweetened, shelf-stable, fortified with vitamin D2 and E",21,1.25,0.83,1.46,0.4
14093,0,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",0,0,0,0,0
14095,0,"Beverages, MINUTE MAID, Lemonada, Limeade",50,13.75,0,0,0
14096,0,"Alcoholic beverage, wine, table, red",85,2.61,0.07,0,0
14097,0,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",83,2.6,0.07,0,0
14098,0,"Alcoholic Beverage, wine, table, red, Cabernet Franc",83,2.45,0.07,0,0
14099,0,"Alcoholic Beverage, wine, table, red, Pinot Noir",82,2.31,0.07,0,0
14100,0,"Alcoholic Beverage, wine, table, red, Syrah",83,2.58,0.07,0,0
14101,0,"Alcoholic Beverage, wine, table, red, Barbera",85,2.79,0.07,0,0
14102,0,"Alcoholic Beverage, wine, table, red, Zinfandel",88,2.86,0.07,0,0
14103,0,"Alcoholic Beverage, wine, table, red, Petite Sirah",85,2.68,0.07,0,0
14105,0,"Alcoholic Beverage, wine, table, red, Claret",83,3.01,0.07,0,0
14106,0,"Alcoholic beverage, wine, table, white",82,2.6,0.07,0,0
14107,0,"Alcoholic Beverage, wine, table, red, Lemberger",80,2.46,0.07,0,0
14108,0,"Alcoholic Beverage, wine, table, red, Sangiovese",86,2.62,0.07,0,0
14109,0,"Alcoholic Beverage, wine, table, red, Carignane",74,2.4,0.07,0,0
14113,0,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",83,2.06,0.07,0,0
14116,0,"Alcoholic beverage, wine, table, white, Chenin Blanc",80,3.31,0.07,0,0
14117,0,"Alcoholic beverage, wine, table, white, Fume Blanc",82,2.27,0.07,0,0
14119,0,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",29,7.47,0.04,0.01,0
14120,0,"Alcoholic beverage, wine, table, white, Muller Thurgau",76,3.48,0.07,0,0
14121,0,"Beverages, carbonated, club soda",0,0,0,0,0
14124,0,"Alcoholic beverage, wine, table, white, Gewurztraminer",81,2.6,0.07,0,0
14125,0,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",108,11.39,0.07,0,0
14126,0,"Alcoholic beverage, wine, table, white, Semillon",82,3.12,0.07,0,0
14130,0,"Carbonated beverage, cream soda",51,13.3,0,0,0
14132,0,"Alcoholic beverage, wine, table, white, Riesling",80,3.74,0.07,0,0
14134,0,"Alcoholic beverage, wine, table, white, Sauvignon Blanc",81,2.05,0.07,0,0
14135,0,"Alcoholic beverage, wine, table, white, late harvest",112,13.39,0.07,0,0
14136,0,"Beverages, carbonated, ginger ale",34,8.76,0,0,0
14137,0,"Beverages, NESTEA, tea, black, ready-to-drink, lemon",36,9.09,0,0,0
14138,0,"Alcoholic beverage, wine, table, white, Pinot Blanc",81,1.94,0.07,0,0
14140,0,"Alcoholic beverage, wine, table, white, Muscat",82,5.23,0.07,0,0
14142,0,"Beverages, carbonated, grape soda",43,11.2,0,0,0
14143,0,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",0,0,0.1,0,0
14144,0,"Beverages, carbonated, lemon-lime soda, no caffeine",41,10.42,0.09,0,0
14145,0,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",40,10.14,0.05,0.02,0
14146,0,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",1,0.12,0.12,0,0
14147,0,"Beverages, carbonated, cola, without caffeine",41,10.58,0,0,0
14148,0,"Beverages, carbonated, cola, regular",42,10.36,0,0.25,0
14149,0,"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",20,5.16,0,0,0
14150,0,"Beverages, carbonated, orange",48,12.3,0,0,0
14151,0,"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",0,0,0.1,0,0
14152,0,"Alcoholic Beverage, wine, table, red, Burgundy",86,3.69,0.07,0,0
14153,0,"Beverages, carbonated, pepper-type, contains caffeine",41,10.4,0,0.1,0
14154,0,"Beverages, Energy drink, RED BULL",43,10.23,0.46,0,0
14155,0,"Beverages, carbonated, tonic water",34,8.8,0,0,0
14156,0,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",5,0.7,0.25,0.08,0
14157,0,"Beverages, carbonated, root beer",41,10.6,0,0,0
14158,0,"Alcoholic Beverage, wine, table, red, Gamay",78,2.38,0.07,0,0
14159,0,"Alcoholic Beverage, wine, table, red, Mouvedre",88,2.64,0.07,0,0
14160,0,"Alcoholic beverage, wine, table, white, Chardonnay",84,2.16,0.07,0,0
14161,0,"Beverages, Kiwi Strawberry Juice Drink",47,12.26,0,0,0
14162,0,"Beverages, Apple juice drink, light, fortified with vitamin C",22,5.1,0,0.1,0
14163,0,"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",101,17.3,4.22,1.69,1.3
14164,0,"Beverages, chocolate malt powder, prepared with 1% milk, fortified",57,8.81,3.32,0.97,0
14165,0,"Beverages, carbonated, limeade, high caffeine",18,4.16,0,0.11,0
14166,0,"Beverages, carbonated, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine",0,0.1,0,0,0
14167,0,"Beverages, POWERADE, Zero, Mixed Berry",0,0.14,0,0,0
14168,0,"Beverages, Carob-flavor beverage mix, powder",372,93.3,1.8,0.2,8
14169,0,"Beverages, Carob-flavor beverage mix, powder, prepared with whole milk",75,8.68,3.16,3.11,0.4
14171,0,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",31,2.92,0.21,2.08,0
14173,0,"Beverages, coffee, ready to drink, vanilla, light, milk based, sweetened",36,4.27,2.14,1.07,0
14174,0,"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",21,5,0,0,0
14177,0,"Beverages, chocolate-flavor beverage mix, powder, prepared with whole milk",85,11.91,3.23,3.24,0.4
14179,0,"Beverages, coffee, ready to drink, milk based, sweetened",71,12.6,1.98,1.38,0
14180,0,"Beverages, coffee, brewed, breakfast blend",2,0.23,0.3,0,0
14181,0,"Beverages, chocolate syrup",279,65.1,2.1,1.13,2.6
14182,0,"Beverages, chocolate syrup, prepared with whole milk",90,12.78,3.07,2.96,0.3
14183,0,"Beverages, coffee, ready to drink, iced, mocha, milk based",60,11.42,1.48,0.98,0
14185,0,"Beverages, tea, Oolong, brewed",1,0.15,0,0,0
14187,0,"Beverages, Clam and tomato juice, canned",48,10.95,0.6,0.2,0.4
14188,0,"Beverages, tea, green, ready to drink, ginseng and honey, sweetened",30,7.16,0,0.18,0
14189,0,"Beverages, The COCA-COLA company, Minute Maid, Lemonade",46,12.08,0,0,0
14190,0,"Beverages, tea, green, ready-to-drink, diet",0,0,0,0,0
14191,0,"Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C",1,0.31,0,0,0
14192,0,"Beverages, Cocoa mix, powder",398,83.73,6.67,4,3.7
14194,0,"Beverages, Cocoa mix, powder, prepared with water",55,11.54,0.92,0.55,0.5
14195,0,"Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows",400,75,2.8,15,3.7
14196,0,"Beverages, Cocoa mix, no sugar added, powder",377,71.93,15.49,3,7.5
14197,0,"Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix",400,75,3,15,4
14199,0,"Beverages, tea, black, ready-to-drink, lemon, sweetened",45,10.8,0,0.22,0
14201,0,"Beverages, coffee, brewed, prepared with tap water, decaffeinated",0,0,0.1,0,0
14202,0,"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",9,1.69,0.1,0.18,0
14203,0,"Beverages, coffee, instant, regular, half the caffeine",352,73.18,14.42,0.5,0
14204,0,"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",440,71.4,9,13.21,4.8
14206,0,"Beverages, tea, green, ready-to-drink, sweetened",27,6.2,0,0.22,0
14207,0,"Beverages, tea, ready-to-drink, lemon, diet",2,0.41,0,0,0
14209,0,"Beverages, coffee, brewed, prepared with tap water",1,0,0.12,0.02,0
14210,0,"Beverages, coffee, brewed, espresso, restaurant-prepared",9,1.67,0.12,0.18,0
14211,0,"Beverages, tea, black, ready-to-drink, lemon, diet",1,0.22,0,0,0
14214,0,"Beverages, coffee, instant, regular, powder",353,75.4,12.2,0.5,0
14215,0,"Beverages, coffee, instant, regular, prepared with water",2,0.34,0.1,0,0
14216,0,"Beverages, aloe vera juice drink, fortified with Vitamin C",15,3.75,0,0,0
14217,0,"Beverages, OCEAN SPRAY, Cran Grape",54,13.16,0.21,0,0.6
14218,0,"Beverages, coffee, instant, decaffeinated, powder",351,76,11.6,0.2,0
14219,0,"Beverages, coffee, instant, decaffeinated, prepared with water",2,0.43,0.12,0,0
14220,0,"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",56,13.68,0.29,0,0.6
14221,0,"Beverages, OCEAN SPRAY, Diet Cranberry Juice",4,0.8,0.07,0,0.6
14222,0,"Beverages, coffee, instant, with chicory",355,78.9,9.3,0.2,0.5
14223,0,"Beverages, coffee, instant, chicory",3,0.75,0.09,0,0
14224,0,"Beverages, coffee, instant, mocha, sweetened",460,74.04,5.29,15.87,1.9
14226,0,"Beverages, OCEAN SPRAY, Light Cranberry and Raspberry Flavored Juice",26,5.77,0.73,0,0.7
14227,0,"Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink",49,11.98,0.22,0.01,0.6
14231,0,"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",481,74.6,2.5,19.2,1.4
14233,0,"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",49,11.96,0.28,0,0.6
14234,0,"Beverages, OCEAN SPRAY, Cran Lemonade",45,11.12,0.07,0,0.6
14235,0,"Beverages, OCEAN SPRAY, Diet Cran Cherry",4,0.7,0.21,0,0.6
14236,0,"Beverages, coffee substitute, cereal grain beverage, powder",360,78.42,6.01,2.52,23.3
14237,0,"Beverages, coffee substitute, cereal grain beverage, prepared with water",6,1.3,0.1,0.04,0.4
14238,0,"Beverages, cranberry-apple juice drink, bottled",63,15.85,0,0.11,0
14239,0,"Alcoholic beverage, malt beer, hard lemonade",68,10.07,0,0,0
14240,0,"Beverages, cranberry-apricot juice drink, bottled",64,16.2,0.2,0,0.1
14241,0,"Beverages, cranberry-grape juice drink, bottled",56,14,0.2,0.1,0.1
14242,0,"Cranberry juice cocktail, bottled",54,13.52,0,0.1,0
14243,0,"Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener",19,4.6,0.02,0.01,0
14245,0,"Beverages, Eggnog-flavor mix, powder, prepared with whole milk",95,14.2,2.93,3.02,0
14246,0,"Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C",378,94.45,0,0,0
14247,0,"Beverages, tea, black, ready to drink",0,0,0,0,0
14248,0,"Alcoholic beverage, beer, light, higher alcohol",46,0.77,0.25,0,0
14250,0,"Beverages, AMBER, hard cider",56,5.92,0,0,0
14251,0,"Alcoholic beverages, beer, higher alcohol",58,0.27,0.9,0,0
14252,0,"Beverages, Malt liquor beverage",40,0,0.35,0,0
14253,0,"Alcoholic beverages, wine, rose",83,3.8,0.36,0,0
14255,0,"Beverages, OCEAN SPRAY, Cran Pomegranate",47,12.56,0.07,0.01,0.6
14256,0,"Beverages, OCEAN SPRAY, Cran Cherry",46,12.76,0.19,0,0.6
14257,0,"Beverages, OCEAN SPRAY, Light Cranberry",19,4.72,0.22,0.01,0.7
14258,0,"Beverages, OCEAN SPRAY, White Cranberry Peach",45,11.88,0.13,0.01,0.6
14259,0,"Beverages, OCEAN SPRAY, Light Cranberry, Concord Grape",23,5.78,0.36,0.02,0.7
14260,0,"Beverages, tea, green, brewed, decaffeinated",0,0,0,0,0
14261,0,"Beverages, tea, green, ready to drink, unsweetened",0,0,0,0,0
14262,0,"Beverages, citrus fruit juice drink, frozen concentrate",162,40.2,1.2,0.1,0.2
14263,0,"Beverages, citrus fruit juice drink, frozen concentrate, prepared with water",46,11.42,0.34,0.03,0.1
14264,0,"Beverages, fruit punch drink, without added nutrients, canned",48,11.97,0,0,0
14267,0,"Beverages, Fruit punch drink, with added nutrients, canned",47,11.94,0,0,0.2
14268,0,"Beverages, Fruit punch drink, frozen concentrate",162,41.4,0.2,0,0.4
14269,0,"Beverages, Fruit punch drink, frozen concentrate, prepared with water",46,11.66,0.06,0,0.1
14270,0,"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",465,86.28,0,13.33,0
14276,0,"Beverages, Tropical Punch, ready-to-drink",10,2.5,0,0,0
14277,0,"Beverages, grape drink, canned",61,15.72,0,0,0
14278,0,"Beverages, tea, green, brewed, regular",1,0,0.22,0,0
14279,0,"Beverages, tea, black, ready-to-drink, peach, diet",1,0.25,0,0,0
14280,0,"Beverages, tea, black, ready to drink, decaffeinated, diet",0,0.83,0,0,0
14281,0,"Beverages, tea, black, ready to drink, decaffeinated",38,8.75,0,0,0
14282,0,"Beverages, grape juice drink, canned",57,14.55,0,0,0.1
14284,0,"Beverages, Cranberry juice cocktail",52,12.25,0,0.34,0
14285,0,"Beverages, OCEAN SPRAY, Ruby Red cranberry",45,11.58,0.07,0.01,0.6
14286,0,"Beverages, MOTTS, Apple juice light, fortified with vitamin C",22,5.1,0,0.1,0
14287,0,"Beverages, Lemonade, powder",376,97.57,0,1.05,0.4
14288,0,"Lemonade, powder, prepared with water",14,3.59,0,0.04,0
14291,0,"Beverages, SNAPPLE, tea, black and green, ready to drink, peach, diet",2,0.1,0.1,0,0
14292,0,"Lemonade, frozen concentrate, white",196,49.89,0.22,0.7,0.3
14293,0,"Lemonade, frozen concentrate, white, prepared with water",40,10.42,0.07,0.04,0
14294,0,"Beverages, SNAPPLE, tea, black and green, ready to drink, lemon, diet",2,0.1,0.1,0,0
